reviews.text,processed_text,reviews.rating
"So good. I like the hotter bourbons, and at 120+, there is nothing better at this price point. This is like a Stagg Jr that you can actually find at retail price, or find at all. Underrated, and I just assume it stays that way.",good like hotter bourbon nothing better price point like stagg jr actually find retail price find underrated assume stay way,5.0
"I AM A SINGLE MALT SCOTCH AFICIANADO. RECENTLY I HAVE DECIDED TO EMBRACE MY AMERICAN HERITAGE BY TRYING BOURBONS. IN THE BACK OF MY MIND, I HAD THE SUSPICION, THAT SUCH NATIONALISTIC IDEALS ARE DOOMED TO FAIL BUT OH MY GOODNESS! THE KNOB CREEK KENTUCKY STRAIGHT IS EVERYTHING I HAVE DESIRED! RICH, MELLOW, FRUITY, AND SUFFICIENTLY HEAVY TO KEEP ME LIGHT.",single malt scotch aficianado recently decided embrace american heritage trying bourbon back mind suspicion nationalistic ideal doomed fail oh goodness knob creek kentucky straight everything desired rich mellow fruity sufficiently heavy keep light,4.0
"Knob creek has become my go-to. mixed with ginger ale or straight, you can't go wrong with knob creek's kentucky straight bourbon whiskey.",knob creek become goto mixed ginger ale straight cant go wrong knob creek kentucky straight bourbon whiskey,5.0
one of my simple pleasures in life is a Knob Creek 100 proof on the rocks. it is fantastic.,one simple pleasure life knob creek proof rock fantastic,5.0
"I have loved it since the first time I tried it. However, in my country it's not sold. In a recent trip abroad, I finally found it and bought a bottle. Now I'm looking forward to share it with friends. Wonderful bourbon!",loved since first time tried however country sold recent trip abroad finally found bought bottle im looking forward share friend wonderful bourbon,5.0
"Straight or on ice, smooth and no bite.",straight ice smooth bite,5.0
From the first sniff in the glass to finally reaching my lips. Aaa+++ Bourbon!!!! Very happy with my purchase. I've already told my buddies to come by for a taste.,first sniff glass finally reaching lip aaa bourbon very happy purchase ive already told buddy come taste,5.0
"For 100 Proof, this bourbon is sweet and mellow. The slight burn at the finish reminds you that you are still alive.",proof bourbon sweet mellow slight burn finish reminds still alive,5.0
Previous bottles stated aged nine years. Last bottle purchased shows no age. Taste appeared a little harsher than previously.,previous bottle stated aged nine year last bottle purchased show age taste appeared little harsher previously,2.0
This is a superb quality whiskey. My go to!,superb quality whiskey go,5.0
"This is a go-to bourbon for me. A friend recommended the 9 year as a good, full bodied bourbon at a really good price...and needless to say...it didn't disappoint. I typically have either neat or at times over an (oversized) ice cube. Either way, I get really good, smooth flavors (somewhat woody, somewhat caramel-ly) and enjoy it on a regular basis. I consider this to be one the best Bourbons for a really good price.",goto bourbon friend recommended year good full bodied bourbon really good priceand needle sayit didnt disappoint typically either neat time oversized ice cube either way get really good smooth flavor somewhat woody somewhat caramelly enjoy regular basis consider one best bourbon really good price,5.0
A bright amber dram that is bold yet soft on the back of the tongue and lights a fire on the way down. The nose is a velvety riot of vanilla and caramel that finishes with a hint of sour mash. It is the kind of whiskey that a man would choose to enjoy after a hunt or after a wake to remember good times and good friends.,bright amber dram bold yet soft back tongue light fire way nose velvety riot vanilla caramel finish hint sour mash kind whiskey man would choose enjoy hunt wake remember good time good friend,5.0
Wow! What a punch! Yet smooth enough to enjoy.,wow punch yet smooth enough enjoy,5.0
This tastes great for the price and is as close to the captain as I have found.,taste great price close captain found,4.0
I bought 16 of these for a small wedding dinner. Went over well. This is a standard sweet sparkling Asti with consistent quality and reasonable price year after year.,bought small wedding dinner went well standard sweet sparkling asti consistent quality reasonable price year year,4.0
Good price and product,good price product,5.0
"light crispy flavor, very refreshing add a little salt and it is perfect",light crispy flavor very refreshing add little salt perfect,5.0
"This tastes amazing, so far the best from Jasper's.The magic potion is just annoying to brew with. When you add it to the beer it turns into a mucusy substance and you need to strain it out which is really hard. Other than that it is great!",taste amazing far best jaspersthe magic potion annoying brew add beer turn mucusy substance need strain really hard great,4.0
"I haven't had a chance to brew this beer, but everything about the process has been great so far. They are in state, so the package arrived timely and the protective shipping package was superb. The kit even has a funny coffee stain on it with a note basically saying they wont explain - but it's important. Funny detail, and gives me a sense of their personality. Also, due to this specific brew - you can probably expect your box to smell as absolutely jaw droppingly amazing as mine. Spice, malts, sweetness. Ughhhh. I keep opening and closing the box and sniffing the bags so much that my girlfriend is getting annoyed.The actual product itself is quite comprehensive - best kit I've purchased thus far. It comes with stickers for your bottle caps, (great idea guys!), was comparatively priced against competitors beers, a large bag of liquid malt, a smaller bag of dry malt, a can of pumpkin pie mix (debating tossing in another can on my own), brown sugar, a long vanilla bean stalk with a pouch of cinnamon, bittering hops, cheesecloth, priming sugar and dry yeast. Wow. Excellent care in their product for an absolutely appropriate price.I Cannot WAIT to brew this beer, and I absolutely anticipate doing a lot more business with Jaspers.",havent chance brew beer everything process great far state package arrived timely protective shipping package superb kit even funny coffee stain note basically saying wont explain important funny detail give sense personality also due specific brew probably expect box smell absolutely jaw droppingly amazing mine spice malt sweetness ughhhh keep opening closing box sniffing bag much girlfriend getting annoyedthe actual product quite comprehensive best kit ive purchased thus far come sticker bottle cap great idea guy comparatively priced competitor beer large bag liquid malt smaller bag dry malt pumpkin pie mix debating tossing another brown sugar long vanilla bean stalk pouch cinnamon bittering hop cheesecloth priming sugar dry yeast wow excellent care product absolutely appropriate pricei wait brew beer absolutely anticipate lot business jasper,5.0
